"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","HOUSECOST","REAL","IDX2015","A","2015",100,
"LTU","HOUSECOST","REAL","IDX2015","A","2016",104.412017520698,
"LTU","HOUSECOST","REAL","IDX2015","A","2017",109.859681163743,
"LTU","HOUSECOST","REAL","IDX2015","A","2018",114.848148893274,
"LTU","HOUSECOST","REAL","IDX2015","A","2019",120.162174430251,
"LTU","HOUSECOST","REAL","IDX2015","A","2020",127.858002266887,
"SVN","HOUSECOST","REAL","IDX2015","A","2007",136.631288446004,
"SVN","HOUSECOST","REAL","IDX2015","A","2008",138.474143409153,
"SVN","HOUSECOST","REAL","IDX2015","A","2009",124.291328812075,
"SVN","HOUSECOST","REAL","IDX2015","A","2010",122.666637634385,
"SVN","HOUSECOST","REAL","IDX2015","A","2011",123.802540641945,
"SVN","HOUSECOST","REAL","IDX2015","A","2012",113.321162304125,
"SVN","HOUSECOST","REAL","IDX2015","A","2013",105.137729874759,
"SVN","HOUSECOST","REAL","IDX2015","A","2014",98.607520233006,
"SVN","HOUSECOST","REAL","IDX2015","A","2015",100,
"SVN","HOUSECOST","REAL","IDX2015","A","2016",103.631739428817,
"SVN","HOUSECOST","REAL","IDX2015","A","2017",110.483484798406,
"SVN","HOUSECOST","REAL","IDX2015","A","2018",117.811251321863,
"SVN","HOUSECOST","REAL","IDX2015","A","2019",124.045537292804,
"SVN","HOUSECOST","REAL","IDX2015","A","2020",130.499389429185,
"OECD","HOUSECOST","REAL","IDX2015","A","2000",81.1744242139435,
"OECD","HOUSECOST","REAL","IDX2015","A","2001",83.6591671364316,
"OECD","HOUSECOST","REAL","IDX2015","A","2002",87.6519452115053,
"OECD","HOUSECOST","REAL","IDX2015","A","2003",91.6292782138288,
"OECD","HOUSECOST","REAL","IDX2015","A","2004",95.7582708877548,
"OECD","HOUSECOST","REAL","IDX2015","A","2005",100.288314761778,
"OECD","HOUSECOST","REAL","IDX2015","A","2006",104.068800188459,
"OECD","HOUSECOST","REAL","IDX2015","A","2007",105.921787891072,
"OECD","HOUSECOST","REAL","IDX2015","A","2008",101.042604975196,
"OECD","HOUSECOST","REAL","IDX2015","A","2009",97.0172775576833,
"OECD","HOUSECOST","REAL","IDX2015","A","2010",96.2555541563994,
"OECD","HOUSECOST","REAL","IDX2015","A","2011",93.7050835624927,
"OECD","HOUSECOST","REAL","IDX2015","A","2012",92.8673593685798,
"OECD","HOUSECOST","REAL","IDX2015","A","2013",94.3596032408806,
"OECD","HOUSECOST","REAL","IDX2015","A","2014",96.3428265750941,
"OECD","HOUSECOST","REAL","IDX2015","A","2015",100,
"OECD","HOUSECOST","REAL","IDX2015","A","2016",104.20276541062,
"OECD","HOUSECOST","REAL","IDX2015","A","2017",107.8023772379,
"OECD","HOUSECOST","REAL","IDX2015","A","2018",110.627495756895,
"OECD","HOUSECOST","REAL","IDX2015","A","2019",113.023310336256,
"OECD","HOUSECOST","REAL","IDX2015","A","2020",118.352945114141,
"BGR","HOUSECOST","REAL","IDX2015","A","2005",105.781055953918,
"BGR","HOUSECOST","REAL","IDX2015","A","2006",118.732531102612,
"BGR","HOUSECOST","REAL","IDX2015","A","2007",140.557242275569,
"BGR","HOUSECOST","REAL","IDX2015","A","2008",165.357435778025,
"BGR","HOUSECOST","REAL","IDX2015","A","2009",130.887626984684,
"BGR","HOUSECOST","REAL","IDX2015","A","2010",115.49578735798,
"BGR","HOUSECOST","REAL","IDX2015","A","2011",105.206087069424,
"BGR","HOUSECOST","REAL","IDX2015","A","2012",100.312218055096,
"BGR","HOUSECOST","REAL","IDX2015","A","2013",99.5246704483258,
"BGR","HOUSECOST","REAL","IDX2015","A","2014",99.6194584567568,
"BGR","HOUSECOST","REAL","IDX2015","A","2015",100,
"BGR","HOUSECOST","REAL","IDX2015","A","2016",105.2554766648,
"BGR","HOUSECOST","REAL","IDX2015","A","2017",109.371398088259,
"BGR","HOUSECOST","REAL","IDX2015","A","2018",113.792105470081,
"BGR","HOUSECOST","REAL","IDX2015","A","2019",118.277102396994,
"BGR","HOUSECOST","REAL","IDX2015","A","2020",124.838727010447,
"ROU","HOUSECOST","REAL","IDX2015","A","2009",156.285525356056,
"ROU","HOUSECOST","REAL","IDX2015","A","2010",136.095810095858,
"ROU","HOUSECOST","REAL","IDX2015","A","2011",114.914291904026,
"ROU","HOUSECOST","REAL","IDX2015","A","2012",104.659805504586,
"ROU","HOUSECOST","REAL","IDX2015","A","2013",101.792576441955,
"ROU","HOUSECOST","REAL","IDX2015","A","2014",98.3908886620831,
"ROU","HOUSECOST","REAL","IDX2015","A","2015",100,
"ROU","HOUSECOST","REAL","IDX2015","A","2016",105.191518315198,
"ROU","HOUSECOST","REAL","IDX2015","A","2017",108.621527447452,
"ROU","HOUSECOST","REAL","IDX2015","A","2018",110.496156668157,
"ROU","HOUSECOST","REAL","IDX2015","A","2019",108.746899325614,
"ROU","HOUSECOST","REAL","IDX2015","A","2020",111.156897871472,
